id,Leave_Next_Month,Gender,Pensioner,Married,Children,Months_with_company,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Type_contract,Paperless_Billing,Payment_Method,Monthly_Payment,Total_Payment
5361,0,F,0,N,Y,4,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,Y,Check_mailed,20.4,84.75
5363,0,M,0,Y,Y,70,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Check_mailed,25.35,1715.15
5367,0,F,0,Y,Y,65,Y,Y,DSL,Y,Y,N,Y,Y,Y,Year-2,Y,Bank_transfer_auto,82.5,5215.1
5370,0,M,0,Y,Y,16,Y,Y,Fiber optic,N,N,Y,N,Y,N,Per_month,Y,Bank_transfer_auto,90.8,1442.2
5374,1,F,0,N,N,10,Y,Y,Fiber optic,N,N,N,N,N,N,Per_month,Y,Check_electron,74.75,799.65
5377,0,M,0,N,N,4,Y,N,DSL,N,N,N,Y,Y,N,Per_month,Y,Check_electron,61.3,249.4
5381,1,M,0,Y,N,32,Y,Y,Fiber optic,N,N,Y,N,N,N,Per_month,Y,Check_electron,78.9,2447.95
5382,0,M,0,Y,Y,56,N,No_phone,DSL,Y,Y,N,Y,Y,N,Year-1,Y,Check_mailed,52.0,2884.9
5383,1,M,0,N,N,36,Y,Y,Fiber optic,N,N,N,N,N,Y,Per_month,Y,Check_electron,84.75,3050.15
5384,0,F,0,N,N,4,Y,Y,DSL,N,N,N,Y,Y,N,Per_month,Y,Check_mailed,64.4,253
5385,1,M,0,N,N,53,Y,Y,Fiber optic,N,N,N,N,Y,N,Per_month,N,Bank_transfer_auto,85.45,4517.25
5388,1,M,0,Y,Y,1,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Check_mailed,19.9,19.9
5389,0,F,0,Y,N,51,Y,N,Fiber optic,N,N,N,N,N,N,Per_month,N,Check_mailed,69.15,3649.6
5392,0,M,0,Y,Y,63,N,No_phone,DSL,N,Y,Y,Y,N,N,Year-2,N,Bank_transfer_auto,39.35,2395.05
5393,1,F,0,N,N,1,Y,N,Fiber optic,N,N,N,N,N,N,Per_month,Y,Check_electron,70.6,70.6
5395,1,F,0,N,N,5,Y,N,Fiber optic,N,N,N,N,Y,N,Per_month,Y,Credit_card_auto,81.0,389.6
5396,0,F,0,N,Y,35,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,Y,Credit_card_auto,20.1,644.5
5397,1,M,0,N,N,6,Y,N,Fiber optic,N,Y,N,N,Y,N,Per_month,Y,Check_electron,84.85,523.5
5399,0,F,0,N,N,50,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,N,Bank_transfer_auto,19.75,989.05
5401,0,M,0,N,N,31,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Check_mailed,20.45,638.55
5402,0,F,0,Y,Y,9,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Check_mailed,20.35,191.1
5403,0,F,0,Y,Y,54,Y,Y,DSL,N,Y,Y,Y,Y,Y,Per_month,Y,Check_electron,86.2,4524.05
5404,0,F,0,N,N,46,Y,N,Fiber optic,Y,Y,Y,N,Y,N,Year-1,Y,Credit_card_auto,95.65,4664.2
5405,0,M,0,N,Y,34,Y,Y,Fiber optic,Y,Y,N,N,Y,Y,Year-1,Y,Check_electron,103.8,3470.8
5410,0,F,0,Y,N,64,Y,N,Fiber optic,Y,N,Y,N,Y,Y,Year-2,Y,Bank_transfer_auto,99.0,6375.8
5411,1,F,1,Y,N,1,N,No_phone,DSL,N,N,N,N,N,N,Per_month,Y,Check_electron,24.8,24.8
5413,0,F,0,N,N,15,Y,N,Fiber optic,N,N,Y,N,Y,Y,Per_month,Y,Credit_card_auto,94.0,1505.45
5426,0,M,0,Y,N,51,Y,Y,DSL,N,N,N,Y,Y,Y,Year-2,Y,Bank_transfer_auto,75.2,3901.25
5428,1,F,0,Y,N,9,Y,N,Fiber optic,N,N,N,N,Y,Y,Per_month,N,Check_electron,89.45,853.1
5433,0,M,0,N,N,55,Y,N,Fiber optic,Y,Y,N,N,Y,Y,Year-1,Y,Check_mailed,100.9,5552.05
5435,0,F,0,Y,Y,46,Y,N,Fiber optic,N,N,Y,Y,N,Y,Year-1,N,Bank_transfer_auto,90.95,4236.6
5439,1,M,1,N,N,32,Y,Y,Fiber optic,N,N,N,N,Y,Y,Per_month,Y,Credit_card_auto,96.15,3019.25
5440,0,F,0,Y,Y,19,Y,N,DSL,N,N,Y,N,N,N,Per_month,Y,Bank_transfer_auto,49.6,962.9
5441,1,F,0,Y,N,70,Y,Y,DSL,Y,N,Y,Y,N,N,Year-2,N,Credit_card_auto,65.3,4759.75
5442,0,F,0,N,Y,61,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,Y,Credit_card_auto,25.0,1498.35
5444,0,M,0,Y,N,45,Y,Y,Fiber optic,N,Y,Y,N,Y,Y,Per_month,Y,Bank_transfer_auto,107.75,4882.8
5446,1,M,0,N,N,1,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Check_mailed,19.65,19.65
5447,0,F,0,N,N,3,Y,N,DSL,N,N,N,N,N,N,Per_month,N,Check_mailed,44.75,148.05
5449,0,M,0,Y,Y,67,Y,N,Fiber optic,N,Y,Y,Y,Y,Y,Year-2,N,Bank_transfer_auto,103.15,6895.5
5450,1,M,0,N,N,1,Y,Y,Fiber optic,N,N,N,N,Y,N,Per_month,Y,Check_mailed,84.65,84.65
5451,0,F,0,Y,N,71,Y,Y,Fiber optic,Y,Y,N,N,Y,N,Year-1,N,Check_mailed,95.65,6856.95
5453,0,M,0,Y,N,60,Y,N,DSL,Y,Y,N,Y,N,N,Year-2,Y,Check_mailed,61.35,3766.2
5454,1,F,1,Y,N,1,Y,N,Fiber optic,N,N,N,N,N,N,Per_month,Y,Check_electron,69.55,69.55
5455,0,F,0,N,N,6,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Credit_card_auto,19.7,129.55
5456,1,F,0,N,N,13,N,No_phone,DSL,N,Y,N,N,N,N,Per_month,Y,Check_electron,31.05,347.25
5458,1,M,0,N,N,7,Y,N,DSL,Y,N,N,N,N,N,Per_month,Y,Check_mailed,51.0,354.05
5459,0,F,0,Y,Y,10,Y,N,Fiber optic,N,N,N,N,Y,Y,Per_month,Y,Check_electron,88.85,929.45
5460,0,M,0,Y,N,34,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Credit_card_auto,20.05,679
5463,1,F,0,Y,Y,1,Y,N,DSL,N,N,N,N,N,N,Per_month,Y,Bank_transfer_auto,44.35,44.35
5464,0,M,0,N,N,25,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,Y,Check_mailed,20.75,499.4
5465,0,F,0,N,N,26,Y,N,DSL,N,Y,Y,N,N,N,Year-1,Y,Check_mailed,56.05,1553.2
5467,0,F,0,N,N,53,Y,Y,Fiber optic,Y,Y,Y,N,Y,N,Year-1,N,Check_mailed,98.6,5311.85
5468,1,F,0,N,N,7,Y,N,Fiber optic,N,N,N,N,Y,N,Per_month,Y,Check_electron,79.7,586.05
5472,0,M,0,Y,Y,24,Y,Y,DSL,Y,N,N,Y,Y,Y,Per_month,N,Bank_transfer_auto,81.0,1923.85
5473,0,M,0,Y,Y,20,Y,N,DSL,N,N,Y,N,N,N,Per_month,Y,Check_electron,49.6,939.8
5474,0,F,0,N,N,1,Y,Y,Fiber optic,N,N,N,N,Y,N,Per_month,Y,Check_electron,84.6,84.6
5476,1,F,1,N,N,5,Y,N,Fiber optic,N,N,Y,N,Y,N,Per_month,Y,Check_mailed,84.85,415.55
5477,0,F,0,Y,Y,72,Y,Y,DSL,Y,N,Y,Y,Y,Y,Year-2,Y,Bank_transfer_auto,84.2,5986.55
5478,0,M,0,Y,N,52,Y,N,Fiber optic,Y,Y,Y,Y,Y,Y,Year-2,Y,Check_electron,106.3,5487
5482,1,M,0,Y,Y,33,Y,N,DSL,N,N,Y,Y,Y,Y,Year-1,Y,Check_mailed,73.9,2405.05
5483,1,F,0,Y,N,55,Y,Y,Fiber optic,N,N,Y,N,N,N,Per_month,Y,Check_electron,77.75,4458.15
5487,0,M,0,N,Y,33,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,Y,Check_mailed,20.15,682.15
5490,0,M,0,N,N,6,Y,N,DSL,Y,Y,N,N,N,N,Per_month,Y,Bank_transfer_auto,55.7,335.65
5492,0,F,0,Y,Y,65,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,Y,Bank_transfer_auto,25.3,1748.55
5495,1,M,0,N,N,11,Y,N,Fiber optic,N,N,N,Y,N,N,Per_month,Y,Check_electron,73.85,926.25
5497,1,M,0,Y,Y,49,N,No_phone,DSL,N,Y,N,N,Y,Y,Year-1,Y,Bank_transfer_auto,51.8,2541.25
5501,0,M,0,N,N,17,N,No_phone,DSL,N,N,N,N,N,N,Per_month,N,Credit_card_auto,25.1,382.8
5504,1,M,1,Y,N,44,Y,Y,Fiber optic,N,Y,N,N,N,Y,Year-1,N,Check_mailed,88.4,3912.9
5507,0,F,0,N,N,28,Y,N,DSL,Y,Y,N,Y,N,N,Year-1,Y,Check_electron,59.9,1654.7
5508,0,M,0,Y,N,70,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Bank_transfer_auto,25.15,1940.85
5509,1,F,0,N,Y,5,Y,N,DSL,N,N,N,N,N,N,Per_month,N,Check_mailed,46.0,221.7
5511,0,M,0,Y,N,70,Y,Y,DSL,Y,N,N,Y,Y,Y,Year-2,Y,Credit_card_auto,76.95,5289.8
5512,0,F,0,Y,Y,9,Y,Y,DSL,N,Y,N,N,N,N,Per_month,Y,Check_mailed,55.3,501.2
5513,0,F,1,N,N,67,Y,N,Fiber optic,Y,Y,N,Y,Y,N,Year-2,Y,Bank_transfer_auto,92.45,6140.85
5515,0,F,0,Y,Y,18,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Check_mailed,19.35,309.25
5518,1,M,0,Y,Y,30,Y,Y,Fiber optic,Y,Y,N,N,Y,N,Per_month,Y,Check_electron,94.4,2838.7
5520,0,F,0,N,N,55,Y,Y,Fiber optic,Y,N,Y,N,N,N,Year-1,Y,Credit_card_auto,84.25,4589.85
5522,1,F,0,N,N,1,Y,N,Fiber optic,N,N,N,N,N,N,Per_month,Y,Check_mailed,70.15,70.15
5523,0,F,0,Y,N,7,Y,N,Fiber optic,N,N,N,N,N,N,Per_month,Y,Bank_transfer_auto,69.2,477.55
5527,0,F,1,Y,N,72,Y,Y,Fiber optic,N,Y,Y,N,Y,Y,Year-1,N,Credit_card_auto,105.0,7578.05
5530,0,F,0,N,N,66,Y,Y,Fiber optic,N,N,Y,N,Y,N,Year-1,Y,Bank_transfer_auto,92.15,6056.9
5533,0,F,1,N,N,21,Y,Y,Fiber optic,N,N,N,N,Y,Y,Per_month,Y,Bank_transfer_auto,95.4,2025.1
5535,0,F,0,Y,Y,55,Y,Y,DSL,Y,N,Y,Y,Y,Y,Year-2,Y,Bank_transfer_auto,85.1,4657.95
5536,1,M,0,N,N,9,N,No_phone,DSL,N,N,N,N,Y,N,Per_month,Y,Credit_card_auto,34.7,296.1
5537,0,M,1,Y,N,71,Y,Y,Fiber optic,Y,Y,Y,Y,Y,Y,Year-2,Y,Bank_transfer_auto,115.05,8016.6
5540,1,F,0,Y,Y,1,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Check_mailed,20.55,20.55
5541,1,F,0,N,N,61,Y,Y,Fiber optic,N,N,Y,Y,Y,Y,Year-2,Y,Check_electron,106.6,6428.4
5542,0,F,0,Y,N,67,Y,Y,DSL,N,Y,Y,Y,Y,Y,Year-2,N,Bank_transfer_auto,86.15,5883.85
5544,1,M,0,Y,N,59,Y,Y,Fiber optic,Y,Y,Y,Y,Y,N,Per_month,Y,Check_electron,106.75,6252.9
5545,0,M,1,Y,N,21,Y,N,Fiber optic,N,N,Y,N,Y,N,Per_month,N,Bank_transfer_auto,86.55,1857.25
5547,1,F,0,N,N,3,Y,N,Fiber optic,N,N,N,N,Y,Y,Per_month,Y,Check_electron,89.45,240.45
5550,0,M,1,N,N,21,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,N,Bank_transfer_auto,20.5,429.55
5551,0,M,0,N,N,20,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,Y,Credit_card_auto,19.6,356.15
5552,0,M,0,Y,Y,22,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,N,Bank_transfer_auto,20.25,488.25
5554,0,F,0,N,N,63,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,Y,Check_mailed,20.6,1298.7
5557,0,F,0,N,N,5,Y,N,Fiber optic,N,N,N,N,Y,N,Per_month,N,Check_electron,80.2,384.25
5558,0,F,0,Y,Y,72,Y,Y,Fiber optic,Y,Y,Y,Y,Y,Y,Year-2,Y,Credit_card_auto,116.4,8543.25
5559,0,F,0,N,N,13,N,No_phone,DSL,N,Y,N,N,N,N,Per_month,Y,Check_electron,31.65,389.95
5560,0,M,0,Y,N,61,Y,N,Fiber optic,N,Y,Y,Y,N,Y,Per_month,N,Credit_card_auto,94.15,5731.85
5564,0,M,0,N,N,35,Y,Y,DSL,Y,N,N,N,N,N,Year-2,N,Check_mailed,55.25,1924.1
5565,1,F,0,Y,N,18,N,No_phone,DSL,N,N,Y,N,Y,N,Per_month,Y,Check_electron,39.05,669.85
5566,0,M,0,Y,N,72,Y,Y,DSL,N,Y,Y,N,Y,Y,Year-2,N,Bank_transfer_auto,82.15,5784.3
5567,0,F,1,N,N,49,Y,Y,Fiber optic,Y,Y,Y,Y,N,Y,Year-1,N,Bank_transfer_auto,103.0,5166.2
5568,0,F,0,Y,N,44,Y,Y,Fiber optic,Y,Y,Y,Y,N,N,Per_month,Y,Credit_card_auto,95.1,4060.55
5571,0,M,0,Y,N,61,Y,Y,DSL,N,Y,Y,N,Y,Y,Year-1,Y,Check_electron,79.8,4914.8
5573,1,F,1,N,N,1,Y,N,Fiber optic,N,N,N,N,N,N,Per_month,Y,Check_electron,69.85,69.85
5576,1,F,0,N,N,1,Y,N,DSL,N,N,N,N,Y,N,Per_month,Y,Check_mailed,53.55,53.55
5577,0,M,0,N,N,51,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,N,Check_electron,19.1,1007.8
5580,0,M,0,N,N,48,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,N,Bank_transfer_auto,19.95,1004.5
5585,1,M,0,N,N,1,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,Y,Check_mailed,19.3,19.3
5586,0,F,0,N,N,27,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,N,Check_mailed,19.15,501.35
5588,1,M,0,N,N,1,Y,N,DSL,N,N,Y,N,N,N,Per_month,Y,Check_mailed,49.65,49.65
5593,0,M,0,Y,N,31,Y,N,DSL,Y,Y,Y,Y,N,Y,Year-1,Y,Credit_card_auto,75.5,2424.45
5595,0,F,0,N,N,2,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Check_mailed,19.4,61.05
5597,1,M,1,N,N,22,Y,Y,Fiber optic,N,N,N,Y,Y,N,Per_month,Y,Bank_transfer_auto,90.5,1910.6
5598,0,F,0,Y,Y,55,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,N,Credit_card_auto,19.15,998.1
5601,0,F,0,Y,Y,35,N,No_phone,DSL,N,N,N,Y,Y,N,Year-1,N,Check_mailed,40.9,1383.6
5603,1,F,0,N,N,1,Y,N,DSL,Y,N,N,N,N,N,Per_month,Y,Credit_card_auto,48.6,48.6
5604,0,M,0,N,N,17,Y,N,Fiber optic,N,N,N,N,N,N,Per_month,Y,Check_electron,70.8,1207
5605,0,M,0,Y,Y,10,Y,N,DSL,N,N,Y,N,Y,N,Per_month,N,Check_mailed,60.2,563.5
5606,0,M,0,N,Y,15,Y,N,DSL,N,N,Y,Y,N,N,Year-1,N,Credit_card_auto,55.2,864.55
5607,1,F,1,N,N,40,N,No_phone,DSL,Y,Y,N,N,Y,Y,Per_month,Y,Check_electron,55.8,2109.35
5608,0,F,0,Y,Y,13,Y,N,DSL,Y,N,N,Y,N,N,Year-1,N,Bank_transfer_auto,54.15,701.05
5610,1,F,0,N,N,3,Y,Y,Fiber optic,N,N,N,N,N,N,Per_month,Y,Check_electron,75.5,220.6
5612,0,F,0,N,N,45,Y,N,DSL,Y,Y,N,Y,N,N,Year-1,Y,Credit_card_auto,62.55,2796.45
5613,0,F,0,Y,Y,72,Y,Y,DSL,Y,Y,Y,Y,N,N,Year-2,Y,Bank_transfer_auto,70.45,5165.7
5615,1,M,0,N,N,1,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,Y,Bank_transfer_auto,20.2,20.2
5617,0,M,0,N,N,2,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Check_mailed,20.75,44.2
5621,1,F,0,Y,N,3,Y,Y,Fiber optic,N,N,N,N,N,N,Per_month,Y,Credit_card_auto,74.75,229.5
5623,0,M,0,N,N,40,Y,N,DSL,N,N,N,Y,N,N,Per_month,Y,Check_electron,51.1,2092.9
5624,0,M,1,Y,N,62,Y,Y,Fiber optic,N,Y,N,N,N,Y,Per_month,Y,Bank_transfer_auto,89.8,5629.55
5630,1,F,0,N,N,39,Y,Y,Fiber optic,N,Y,Y,N,Y,Y,Per_month,Y,Check_electron,103.45,3994.45
5631,0,M,0,Y,N,3,N,No_phone,DSL,N,N,N,N,N,N,Per_month,N,Check_mailed,25.0,78.25
5636,1,M,0,Y,N,14,N,No_phone,DSL,N,N,N,N,Y,Y,Per_month,N,Check_electron,46.35,667.7
5637,0,M,0,Y,Y,64,Y,Y,Fiber optic,N,N,Y,N,N,Y,Year-1,N,Credit_card_auto,90.25,5629.15
5638,1,M,0,N,N,1,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Check_electron,19.95,19.95
5643,1,M,0,N,N,1,Y,N,Fiber optic,N,N,N,Y,N,N,Per_month,Y,Check_electron,75.9,75.9
5645,0,M,0,Y,N,64,Y,Y,DSL,Y,N,N,N,Y,N,Year-1,Y,Credit_card_auto,66.15,4392.5
5646,1,M,0,N,Y,1,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Check_mailed,19.25,19.25
5647,0,F,0,Y,N,46,Y,N,DSL,N,Y,N,N,Y,Y,Per_month,Y,Credit_card_auto,69.1,3168
5649,0,F,0,Y,N,33,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Check_mailed,20.05,669.45
5653,1,F,0,N,N,7,Y,N,Fiber optic,N,N,N,N,Y,N,Per_month,Y,Check_electron,79.0,522.95
5655,0,M,0,N,N,65,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,Y,Bank_transfer_auto,25.1,1725
5657,0,M,0,Y,N,18,Y,Y,Fiber optic,N,N,N,N,Y,Y,Per_month,Y,Check_electron,94.75,1691.9
5658,0,M,0,Y,N,24,Y,Y,Fiber optic,N,N,N,N,Y,Y,Per_month,Y,Check_electron,93.0,2248.05
5661,0,M,0,N,N,4,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,Y,Check_electron,19.85,63
5662,1,F,0,N,N,1,Y,N,Fiber optic,N,N,N,N,N,N,Per_month,Y,Check_electron,70.25,70.25
5663,0,F,0,Y,Y,37,Y,Y,Fiber optic,N,N,N,N,Y,Y,Per_month,Y,Check_electron,95.25,3314.15
5665,0,M,0,N,N,34,N,No_phone,DSL,N,N,N,N,N,N,Per_month,Y,Bank_transfer_auto,25.05,852.7
5667,0,F,0,Y,N,4,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Check_electron,20.15,91.4
5668,0,F,1,Y,N,39,Y,Y,Fiber optic,N,N,N,Y,Y,Y,Per_month,Y,Check_electron,101.25,3949.15
5669,0,M,1,Y,N,43,Y,N,Fiber optic,N,Y,Y,N,Y,Y,Year-1,Y,Bank_transfer_auto,100.55,4304
5671,0,F,0,Y,N,61,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Bank_transfer_auto,25.3,1554.9
5672,0,F,0,Y,N,49,Y,Y,DSL,Y,Y,Y,N,N,Y,Year-1,N,Check_electron,71.8,3472.05
5673,0,M,0,N,N,4,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,N,Check_mailed,19.7,117.8
5675,0,M,0,N,N,3,Y,N,Fiber optic,N,N,N,N,N,N,Per_month,Y,Check_mailed,69.6,207.4
5679,1,M,0,N,N,8,Y,Y,Fiber optic,N,N,N,N,N,Y,Per_month,Y,Check_electron,86.55,649.65
5680,1,F,1,Y,N,1,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,Y,Check_mailed,20.85,20.85
5682,0,F,0,Y,N,1,N,No_phone,DSL,N,N,N,N,N,Y,Per_month,N,Check_electron,35.0,35
5683,1,F,0,N,N,39,N,No_phone,DSL,N,N,Y,N,Y,Y,Per_month,Y,Check_electron,50.75,2011.4
5686,1,M,1,N,N,6,Y,N,Fiber optic,Y,N,N,N,Y,N,Per_month,Y,Bank_transfer_auto,85.15,503.6
5687,0,M,0,N,N,43,Y,N,Fiber optic,Y,Y,Y,Y,N,N,Year-1,Y,Credit_card_auto,90.65,3882.3
5689,0,M,0,N,N,5,Y,N,Fiber optic,N,Y,N,N,N,N,Per_month,Y,Check_electron,74.65,383.65
5690,0,M,0,N,N,72,N,No_phone,DSL,Y,N,Y,Y,Y,Y,Year-2,Y,Credit_card_auto,61.2,4390.25
5691,0,M,0,N,N,4,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,N,Check_mailed,19.95,68.2
5693,0,M,1,Y,N,72,Y,Y,DSL,N,N,Y,N,Y,Y,Year-2,Y,Credit_card_auto,73.45,5329
5694,0,F,0,Y,N,33,Y,N,DSL,N,N,N,Y,N,N,Year-1,Y,Check_mailed,51.45,1758.9
5695,0,F,0,Y,N,72,Y,Y,Fiber optic,Y,N,N,N,N,N,Year-2,N,Bank_transfer_auto,80.45,5737.6
5696,1,M,0,Y,N,22,Y,N,DSL,Y,N,N,Y,N,N,Per_month,Y,Check_electron,54.2,1152.7
5697,1,F,0,Y,N,70,Y,Y,Fiber optic,N,Y,Y,Y,Y,Y,Year-1,Y,Check_electron,109.5,7674.55
5699,0,M,0,N,N,15,Y,N,Fiber optic,N,N,Y,N,Y,N,Per_month,N,Check_electron,85.3,1219.85
5702,1,M,1,Y,Y,71,Y,Y,Fiber optic,Y,Y,N,N,Y,Y,Per_month,Y,Credit_card_auto,105.1,7548.1
5703,0,M,1,N,N,72,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Bank_transfer_auto,25.4,1809.35
5707,0,F,0,N,N,2,Y,N,DSL,N,N,N,N,N,N,Per_month,N,Check_electron,45.55,84.4
5709,0,F,0,N,N,12,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,N,Check_mailed,19.3,228.75
5711,1,F,1,Y,N,20,Y,Y,Fiber optic,N,N,Y,N,Y,N,Per_month,N,Check_electron,90.8,1951
5713,0,M,1,N,N,49,Y,Y,DSL,Y,Y,Y,Y,N,Y,Year-2,N,Credit_card_auto,81.35,4060.9
5714,1,F,0,Y,Y,4,Y,Y,Fiber optic,N,Y,N,N,Y,Y,Per_month,Y,Check_electron,97.95,384.5
5715,1,M,0,N,N,32,Y,Y,Fiber optic,Y,Y,N,Y,Y,Y,Per_month,Y,Credit_card_auto,108.15,3432.9
5716,0,M,0,N,Y,2,Y,N,DSL,N,N,N,N,N,Y,Per_month,Y,Check_electron,55.3,108.65
5718,1,M,0,N,N,6,Y,N,Fiber optic,N,N,N,N,Y,N,Per_month,Y,Credit_card_auto,80.5,463.05
5719,0,F,0,Y,Y,24,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,Y,Check_mailed,19.7,494.05
5724,1,M,0,N,N,1,Y,N,Fiber optic,N,N,N,N,N,N,Per_month,Y,Check_mailed,71.35,71.35
5726,0,F,0,Y,Y,47,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,Y,Bank_transfer_auto,21.3,1041.8
5727,0,F,0,Y,Y,70,Y,Y,Fiber optic,N,Y,Y,Y,Y,Y,Year-2,Y,Check_electron,110.2,7689.8
5729,0,F,0,Y,Y,36,Y,N,DSL,Y,N,N,N,N,N,Per_month,N,Credit_card_auto,51.05,1815
5730,0,M,0,N,N,67,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,Y,Check_mailed,19.8,1311.3
5732,0,M,1,N,N,19,Y,N,Fiber optic,Y,N,N,N,N,Y,Per_month,Y,Check_electron,87.3,1637.3
5733,0,F,0,Y,Y,71,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Bank_transfer_auto,19.85,1326.35
5734,0,M,0,Y,Y,72,Y,Y,DSL,Y,Y,Y,Y,Y,Y,Year-2,Y,Check_mailed,89.4,6376.55
5740,0,M,0,Y,Y,69,N,No_phone,DSL,Y,N,Y,Y,N,N,Year-2,N,Check_mailed,39.1,2779.5
5741,1,M,0,N,N,19,Y,Y,Fiber optic,N,Y,N,N,Y,Y,Per_month,Y,Check_electron,99.95,1931.75
5743,0,F,1,N,N,38,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Check_mailed,20.2,735.9
5745,0,F,0,Y,Y,61,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,Y,Check_mailed,24.2,1445.2
5747,0,M,0,Y,N,32,Y,Y,DSL,Y,N,N,Y,Y,N,Year-1,Y,Credit_card_auto,72.8,2333.05
5748,0,F,0,N,N,21,Y,Y,Fiber optic,N,Y,N,N,Y,Y,Per_month,Y,Credit_card_auto,99.85,1992.55
5749,0,F,1,N,N,59,Y,Y,Fiber optic,N,N,Y,N,Y,Y,Year-1,Y,Check_electron,99.5,5890
5752,0,M,0,Y,Y,69,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,Y,Bank_transfer_auto,26.0,1796.55
5753,0,M,0,N,N,2,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,Y,Credit_card_auto,19.9,33.7
5754,0,F,0,Y,Y,22,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Bank_transfer_auto,19.05,454.05
5755,0,M,1,Y,N,15,Y,Y,Fiber optic,Y,N,Y,N,Y,N,Per_month,Y,Check_electron,96.5,1392.25
5757,0,F,1,Y,N,28,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Check_mailed,25.7,734.6
